figure_id	panel_id	manuscript_id	keynote_slide	keynote_object_id	keynote_data_id	original_plot_filename	embedded_sha256	plot_region	source_script	source_code_location	source_script_sha256	input_files	input_objects	dependencies	upstream_scripts	important_parameters	cleaned_script	cleaned_code_location	output_file	reproducibility_status	mapping_confidence	code_confidence	local_original_match	local_original_sha256	validation_notes	notes
Fig. 4	c	Fig. 4c	5	1286201	12611	TP_largesubclonal_association.pdf	fd30ab53a20209c2264a545275dc97cf4617f16b4e487af707818491531fc9e3	entire imported object	TP_Comparision.R	2157-2165;2255-2310	7d41dd36379eadad5d72914b967f21475005bdd3f36ce91b4543383b456595cf	wgsdata_tp.RData;DP_info_data.RData;Genome_landscape_manual_final.RData		functions/ptc_runtime.R;functions/evolution_helpers.R;dplyr;tidyr;ggplot2;ggrepel;ggsci;scales;Roboto Condensed			Rscripts/Fig4.R	Rscripts/Fig4.R:3 (run_Fig4)	Rscripts/Figures/Fig4c.pdf	reproduced	High	High	same basename, different bytes	a66e466067c650c8c0eb7e45458de29881201268506db061a882ef3046e9b5e2	Executed on source snapshots; rendered embedded-vs-cleaned plot inspected. Cluster distributions, point geometry and association direction/P values correspond. Styling/canvas refreshed. Upper line is fixed P=0.05/12 (Bonferroni), not FDR; p.adjust default Holm preserved. Embedded pooled plot is recovered from pooled source block; local same-name PDF was overwritten with cohort-faceted version.	Executed on source snapshots; rendered embedded-vs-cleaned plot inspected. Cluster distributions, point geometry and association direction/P values correspond. Styling/canvas refreshed. Upper line is fixed P=0.05/12 (Bonferroni), not FDR; p.adjust default Holm preserved. Embedded pooled plot is recovered from pooled source block; local same-name PDF was overwritten with cohort-faceted version. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Fig. 4	d	Fig. 4d	5	1286256	12617	TP_largesubclonal_association2.pdf	341d35e07f6fc647f4a3cb1a803ddd548c41da1e214070cde36e51b13944afdf	entire imported object	TP_Comparision.R	2157-2165;2255-2270;2314-2352	7d41dd36379eadad5d72914b967f21475005bdd3f36ce91b4543383b456595cf	wgsdata_tp.RData;DP_info_data.RData;Genome_landscape_manual_final.RData		functions/ptc_runtime.R;functions/evolution_helpers.R;dplyr;tidyr;ggplot2;ggrepel;ggsci;scales;Roboto Condensed			Rscripts/Fig4.R	Rscripts/Fig4.R:3 (run_Fig4)	Rscripts/Figures/Fig4d.pdf	reproduced	High	High	byte-identical	341d35e07f6fc647f4a3cb1a803ddd548c41da1e214070cde36e51b13944afdf	Executed on source snapshots; rendered embedded-vs-cleaned plot inspected. Cluster distributions, point geometry and association direction/P values correspond. Styling/canvas refreshed. Upper line is fixed P=0.05/12 (Bonferroni), not FDR; p.adjust default Holm preserved. 	Executed on source snapshots; rendered embedded-vs-cleaned plot inspected. Cluster distributions, point geometry and association direction/P values correspond. Styling/canvas refreshed. Upper line is fixed P=0.05/12 (Bonferroni), not FDR; p.adjust default Holm preserved.  Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Fig. 4	e	Fig. 4e	5	1317724;1317726;1317758;1317725;1317770;1317774;1317790;1317825;1317817;1317755;1317809;1317804;1317759;1317819;1317745;1317811;1317739;1317729;1317732;1317749;1317756				two native schematic groups	Keynote native shapes	slide 5 native object geometry/labels				functions/ptc_runtime.R;functions/evolution_helpers.R;dplyr;tidyr;ggplot2;ggrepel;ggsci;scales;Roboto Condensed			Rscripts/Fig4_schematic.R	Rscripts/Fig4_schematic.R:8 (run_Fig4_schematic)	Rscripts/Figures/Fig4e.pdf	reproduced	High	High	native artwork		Native schematic recreated from recovered geometry and labels. No original R generator or imported filename exists; clean R recreation is new and explicitly identified.	Native schematic recreated from recovered geometry and labels. No original R generator or imported filename exists; clean R recreation is new and explicitly identified. Native Keynote schematic made of editable shapes, lines and text in top-level groups 1317724 and 1317726. No imported plot file exists for this panel; absence is established by exhaustive image inventory.
Fig. 5	a	Fig. 5a	6	1284819	12535	TP_genomiclandscape_associaiton.pdf	40f8fda3d40cfaee4a7826fe770f2ae7f351d26785c8eb878ec82ad1cbdf5a33	entire imported object	TP_Comparision.R	3046-3058;3158;3178-3215	7d41dd36379eadad5d72914b967f21475005bdd3f36ce91b4543383b456595cf	wgsdata_tp.RData;wgs_covdata_tp.RData;wgs_clinical.RData;Genome_landscape_manual_final.RData	wgsdata;wgs_covdata;wgs_clinical;data_top0;study_color2	dplyr;tidyr;forcats;ggplot2;scales;broom;ggrepel;Roboto Condensed;functions/age_timing_helpers.R;functions/ptc_runtime.R	WGS_data_prepare.R:64-84 cohort;TP_Comparision.R:20-56 covariates	Original-vs-cleaned logistic coefficients, SE, P and BH P match exactly; visual data geometry matches. Matrix excludes tumors with no curated alterations. Two original/cleaned glm fits warn of fitted probabilities 0/1.	Rscripts/Fig5.R	Rscripts/Fig5.R:5 (run_Fig5)	Rscripts/Figures/Fig5a.pdf	reproduced	High	High	byte-identical	40f8fda3d40cfaee4a7826fe770f2ae7f351d26785c8eb878ec82ad1cbdf5a33	Original-vs-cleaned logistic coefficients, SE, P and BH P match exactly; visual data geometry matches. Matrix excludes tumors with no curated alterations. Two original/cleaned glm fits warn of fitted probabilities 0/1.	Original-vs-cleaned logistic coefficients, SE, P and BH P match exactly; visual data geometry matches. Matrix excludes tumors with no curated alterations. Two original/cleaned glm fits warn of fitted probabilities 0/1. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Fig. 5	b	Fig. 5b	6	1284893	12549	age_tert.pdf	4d5c7df2db96dbf304e0ece7876799aeb0f1531faafada68380645671bf0092f	entire imported object	TP_Comparision.R	2920-2927;2979-3001	7d41dd36379eadad5d72914b967f21475005bdd3f36ce91b4543383b456595cf	wgsdata_tp.RData;wgs_covdata_tp.RData;wgs_clinical.RData;Genome_landscape_manual_final.RData	wgsdata;wgs_covdata;wgs_clinical;data_top0;study_color2	dplyr;tidyr;forcats;ggplot2;scales;broom;ggrepel;Roboto Condensed;functions/age_timing_helpers.R;functions/ptc_runtime.R	WGS_data_prepare.R:64-84 cohort;TP_Comparision.R:20-56 covariates	Cohort/age point frequencies visually match Keynote source; age-bin 70 retained in 60-70. TERT any event.	Rscripts/Fig5.R	Rscripts/Fig5.R:5 (run_Fig5)	Rscripts/Figures/Fig5b.pdf	reproduced	High	High	byte-identical	4d5c7df2db96dbf304e0ece7876799aeb0f1531faafada68380645671bf0092f	Cohort/age point frequencies visually match Keynote source; age-bin 70 retained in 60-70. TERT any event.	Cohort/age point frequencies visually match Keynote source; age-bin 70 retained in 60-70. TERT any event. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Fig. 5	c	Fig. 5c	6	1284891	12546	age_braf.pdf	901507779af4de81eee2adc6700642dfd9f754caa5bbcd08a5047af36e0b41ba	entire imported object	TP_Comparision.R	2920-2950	7d41dd36379eadad5d72914b967f21475005bdd3f36ce91b4543383b456595cf	wgsdata_tp.RData;wgs_covdata_tp.RData;wgs_clinical.RData;Genome_landscape_manual_final.RData	wgsdata;wgs_covdata;wgs_clinical;data_top0;study_color2	dplyr;tidyr;forcats;ggplot2;scales;broom;ggrepel;Roboto Condensed;functions/age_timing_helpers.R;functions/ptc_runtime.R	WGS_data_prepare.R:64-84 cohort;TP_Comparision.R:20-56 covariates	Cohort/age point frequencies visually match; BRAF Mutation_Driver only.	Rscripts/Fig5.R	Rscripts/Fig5.R:5 (run_Fig5)	Rscripts/Figures/Fig5c.pdf	reproduced	High	High	byte-identical	901507779af4de81eee2adc6700642dfd9f754caa5bbcd08a5047af36e0b41ba	Cohort/age point frequencies visually match; BRAF Mutation_Driver only.	Cohort/age point frequencies visually match; BRAF Mutation_Driver only. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Fig. 5	d	Fig. 5d	6	1284892	12543	age_fusion.pdf	03c5d7622af70574e5e121c4820b8b680b6756020887790e74a55716cda0bc26	entire imported object	TP_Comparision.R	2920-2927;2954-2975	7d41dd36379eadad5d72914b967f21475005bdd3f36ce91b4543383b456595cf	wgsdata_tp.RData;wgs_covdata_tp.RData;wgs_clinical.RData;Genome_landscape_manual_final.RData	wgsdata;wgs_covdata;wgs_clinical;data_top0;study_color2	dplyr;tidyr;forcats;ggplot2;scales;broom;ggrepel;Roboto Condensed;functions/age_timing_helpers.R;functions/ptc_runtime.R	WGS_data_prepare.R:64-84 cohort;TP_Comparision.R:20-56 covariates	Cohort/age point frequencies visually match; any Fusion membership.	Rscripts/Fig5.R	Rscripts/Fig5.R:5 (run_Fig5)	Rscripts/Figures/Fig5d.pdf	reproduced	High	High	byte-identical	03c5d7622af70574e5e121c4820b8b680b6756020887790e74a55716cda0bc26	Cohort/age point frequencies visually match; any Fusion membership.	Cohort/age point frequencies visually match; any Fusion membership. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Fig. 5	e	Fig. 5e	6	1310742	12625	TP_Latency_associaiton_exposure.pdf	59f3e575ce65df9ffcce9540ff4849e5e0251ca60f3de5d1554e3f853f0aa0ba	entire imported object	TP_Comparision.R	3363-3370;3453-3489	7d41dd36379eadad5d72914b967f21475005bdd3f36ce91b4543383b456595cf	wgsdata_tp.RData;wgs_covdata_tp.RData;wgs_clinical.RData;Genome_landscape_manual_final.RData;thyroid_evolution_analysis/Chronological_timing_short.RData	wgsdata;wgs_covdata;wgs_clinical;data_top0;study_color2;MRCAdata	dplyr;tidyr;forcats;ggplot2;scales;broom;ggrepel;Roboto Condensed;functions/age_timing_helpers.R;functions/ptc_runtime.R	WGS_data_prepare.R:64-84 cohort;TP_Comparision.R:20-56 covariates;thyroid_evolution_analysis/MutationTime_Analysis_thyroid.R:1400-1470 MRCA intermediate	Embedded Keynote PDF visually compared. All six coefficients/P values match; numerical maximum delta8.53e-14. Local same-name PDF is a different annotation version. 1x intermediate, no upstream timing rerun.	Rscripts/Fig5.R	Rscripts/Fig5.R:5 (run_Fig5)	Rscripts/Figures/Fig5e.pdf	reproduced	High	High	same basename, different bytes	770c9f0763a9eeb0b119cea5c7abee661e33da0cb7087b7a2184076af68b11b6	Embedded Keynote PDF visually compared. All six coefficients/P values match; numerical maximum delta8.53e-14. Local same-name PDF is a different annotation version. 1x intermediate, no upstream timing rerun.	Embedded Keynote PDF visually compared. All six coefficients/P values match; numerical maximum delta8.53e-14. Local same-name PDF is a different annotation version. 1x intermediate, no upstream timing rerun. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Fig. 5	f	Fig. 5f	6	1310743	12632	TP_latency_drivergenes_association.pdf	ee22b9c4be02cc9feba6826a4507b1f5b5770f0ae8f1b69bd326357ec6cd879b	entire imported object	TP_Comparision.R	3363-3370;3495-3553	7d41dd36379eadad5d72914b967f21475005bdd3f36ce91b4543383b456595cf	wgsdata_tp.RData;wgs_covdata_tp.RData;wgs_clinical.RData;Genome_landscape_manual_final.RData;thyroid_evolution_analysis/Chronological_timing_short.RData	wgsdata;wgs_covdata;wgs_clinical;data_top0;study_color2;MRCAdata	dplyr;tidyr;forcats;ggplot2;scales;broom;ggrepel;Roboto Condensed;functions/age_timing_helpers.R;functions/ptc_runtime.R	WGS_data_prepare.R:64-84 cohort;TP_Comparision.R:20-56 covariates;thyroid_evolution_analysis/MutationTime_Analysis_thyroid.R:1400-1470 MRCA intermediate	Embedded Keynote PDF visually compared. Original coefficients/SE/P/Holm-adjusted P match exactly. Axis corrected explicitly to Holm-adjusted P; original says FDR. Local same-name PDF differs in annotation version.	Rscripts/Fig5.R	Rscripts/Fig5.R:5 (run_Fig5)	Rscripts/Figures/Fig5f.pdf	reproduced	High	High	same basename, different bytes	48c04de055fbaa7a39ccb150dff5f95eda5574744ba82d3601e36eb34ca6dc8b	Embedded Keynote PDF visually compared. Original coefficients/SE/P/Holm-adjusted P match exactly. Axis corrected explicitly to Holm-adjusted P; original says FDR. Local same-name PDF differs in annotation version.	Embedded Keynote PDF visually compared. Original coefficients/SE/P/Holm-adjusted P match exactly. Axis corrected explicitly to Holm-adjusted P; original says FDR. Local same-name PDF differs in annotation version. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Fig. 5	g	Fig. 5g	6	1310744	12638	TP_MRCA_drivergenes_association.pdf	a35662d209e4f1d1ed3e3f6d1841b029d46fc6791c6647d949987e29320d49ce	entire imported object	TP_Comparision.R	3495-3514	7d41dd36379eadad5d72914b967f21475005bdd3f36ce91b4543383b456595cf	wgsdata_tp.RData;wgs_covdata_tp.RData;wgs_clinical.RData;Genome_landscape_manual_final.RData;thyroid_evolution_analysis/Chronological_timing_short.RData	wgsdata;wgs_covdata;wgs_clinical;data_top0;study_color2;MRCAdata	dplyr;tidyr;forcats;ggplot2;scales;broom;ggrepel;Roboto Condensed;functions/age_timing_helpers.R;functions/ptc_runtime.R	WGS_data_prepare.R:64-84 cohort;TP_Comparision.R:20-56 covariates;thyroid_evolution_analysis/MutationTime_Analysis_thyroid.R:1400-1470 MRCA intermediate	Exact filename recovered and local PDF equals Keynote original. Nearby latency model shares preparation, but no exact MRCA model/export found. No response-swapped speculative model supplied.	Rscripts/Fig5.R	Rscripts/Fig5.R:5 (run_Fig5)		source code partially identified	High	Medium	byte-identical	a35662d209e4f1d1ed3e3f6d1841b029d46fc6791c6647d949987e29320d49ce	Exact filename recovered and local PDF equals Keynote original. Nearby latency model shares preparation, but no exact MRCA model/export found. No response-swapped speculative model supplied.	Exact filename recovered and local PDF equals Keynote original. Nearby latency model shares preparation, but no exact MRCA model/export found. No response-swapped speculative model supplied. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Fig. 6	a	Fig. 6a	7	1288144	12645	tp_age_clock_mutation_acc.pdf	371f9271f75d41e51c16cc461cc98a3cbc9c5c7db984d124e2d1d6abc7795636	left half	Segmented_breakpoint_analysis.R;biowulf/TP_Comparision.R	10-113;1697-1747		wgsdata_tp.RData;wgs_covdata_tp.RData;wgs_clinical.RData;Genome_landscape_manual_final.RData;thyroid_signature_probability_tp_final.RData;DP_info_data.RData	wgsdata;wgs_covdata;wgs_clinical;data_top0;study_color2;thyroid_sbs96_probability;DP_info_data	dplyr;tidyr;forcats;ggplot2;scales;broom;ggrepel;Roboto Condensed;functions/age_timing_helpers.R;functions/ptc_runtime.R;segmented;cowplot	WGS_data_prepare.R:64-84 cohort;TP_Comparision.R:20-56 covariates;TP_Comparision.R:1697-1747 clonal probability-weighted clock counts	Both panels share composite imported PDF. Numerical breakpoint52.2444 and printed95%CI45.8-58.7/slopes4.7,15.8,4.6 match Keynote. Data distributions and highlights visually match.	Rscripts/Fig6.R	Rscripts/Fig6.R:4 (run_Fig6)	Rscripts/Figures/Fig6.pdf	reproduced	High	High	byte-identical	371f9271f75d41e51c16cc461cc98a3cbc9c5c7db984d124e2d1d6abc7795636	Both panels share composite imported PDF. Numerical breakpoint52.2444 and printed95%CI45.8-58.7/slopes4.7,15.8,4.6 match Keynote. Data distributions and highlights visually match.	Both panels share composite imported PDF. Numerical breakpoint52.2444 and printed95%CI45.8-58.7/slopes4.7,15.8,4.6 match Keynote. Data distributions and highlights visually match. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF. The same composite PDF object contains both panels: a is left TCGA segmented regression; b is right Chornobyl linear regression. Author confirmed in this session that both panels came from one file and panel labels a/b were added manually in Keynote; this is intentional, not a mapping conflict.
Fig. 6	b	Fig. 6b	7	1288144	12645	tp_age_clock_mutation_acc.pdf	371f9271f75d41e51c16cc461cc98a3cbc9c5c7db984d124e2d1d6abc7795636	right half	Segmented_breakpoint_analysis.R;biowulf/TP_Comparision.R	10-113;1697-1747		wgsdata_tp.RData;wgs_covdata_tp.RData;wgs_clinical.RData;Genome_landscape_manual_final.RData;thyroid_signature_probability_tp_final.RData;DP_info_data.RData	wgsdata;wgs_covdata;wgs_clinical;data_top0;study_color2;thyroid_sbs96_probability;DP_info_data	dplyr;tidyr;forcats;ggplot2;scales;broom;ggrepel;Roboto Condensed;functions/age_timing_helpers.R;functions/ptc_runtime.R;segmented;cowplot	WGS_data_prepare.R:64-84 cohort;TP_Comparision.R:20-56 covariates;TP_Comparision.R:1697-1747 clonal probability-weighted clock counts	Same composite source as Fig6a. Chornobyl drawn lm line unadjusted, slope label adjusted; highlight actually BRAF+TERT intersection. These source discrepancies retained; no claim of corrected methodology.	Rscripts/Fig6.R	Rscripts/Fig6.R:4 (run_Fig6)	Rscripts/Figures/Fig6.pdf	reproduced	High	High	byte-identical	371f9271f75d41e51c16cc461cc98a3cbc9c5c7db984d124e2d1d6abc7795636	Same composite source as Fig6a. Chornobyl drawn lm line unadjusted, slope label adjusted; highlight actually BRAF+TERT intersection. These source discrepancies retained; no claim of corrected methodology.	Same composite source as Fig6a. Chornobyl drawn lm line unadjusted, slope label adjusted; highlight actually BRAF+TERT intersection. These source discrepancies retained; no claim of corrected methodology. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF. The same composite PDF object contains both panels: a is left TCGA segmented regression; b is right Chornobyl linear regression. Author confirmed in this session that both panels came from one file and panel labels a/b were added manually in Keynote; this is intentional, not a mapping conflict.
Extended Data Fig. 1		Extended Data Fig. 1	8	1298216	12845	TP_genomic_alterations2_final_tmp.pdf	d97c6c6bc500c85c7e2ec22fa7590a24a5277bc66819b8b412838a5371fa0d05	entire imported object	TP_Comparision.R	621-652 preparation;692-712 export	7d41dd36379eadad5d72914b967f21475005bdd3f36ce91b4543383b456595cf	wgsdata_tp.RData;thyroid_burden_tp.RData		functions/ptc_runtime.R;functions/evolution_helpers.R;dplyr;tidyr;ggplot2;ggrepel;ggsci;scales;Roboto Condensed			Rscripts/ExtendedDataFig1.R	Rscripts/ExtendedDataFig1.R:5 (run_ExtendedDataFig1)	Rscripts/Figures/ExtendedDataFig1.pdf	reproduced	High	High	byte-identical	d97c6c6bc500c85c7e2ec22fa7590a24a5277bc66819b8b412838a5371fa0d05	Saved intermediate replay; four burden distributions and cohort comparisons visually verified. Small printed P differences in the last digits are recorded; no method change. Shared helper computes BH by facet.	Saved intermediate replay; four burden distributions and cohort comparisons visually verified. Small printed P differences in the last digits are recorded; no method change. Shared helper computes BH by facet. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Extended Data Fig. 2	a	Extended Data Fig. 2a	9	1300207	12560	tp_tumor_hetrogenerity_math_ccf_drivers.pdf	1fd461fa526c1593933da7b8ab9c0f6fcb20e2cb1ef439f52f0d5e20bb91ea94	entire imported object	TP_Comparision.R	2363-2387;2461-2513	7d41dd36379eadad5d72914b967f21475005bdd3f36ce91b4543383b456595cf	wgsdata_tp.RData;DP_info_data.RData;Genome_landscape_manual_final.RData		functions/ptc_runtime.R;functions/evolution_helpers.R;dplyr;tidyr;ggplot2;ggrepel;ggsci;scales;Roboto Condensed			Rscripts/ExtendedDataFig2.R	Rscripts/ExtendedDataFig2.R:3 (run_ExtendedDataFig2)	Rscripts/Figures/ExtendedDataFig2a.pdf	reproduced	High	High	byte-identical	1fd461fa526c1593933da7b8ab9c0f6fcb20e2cb1ef439f52f0d5e20bb91ea94	Executed and visually compared against embedded original. Same MATH_CCF values, cohort volcano positions, significant labels and violin distributions. The two figure numbers reuse identical imported PDFs. MATH uses CCF and R mad() default multiplier; Wilcoxon tests, raw-P display and Holm-adjusted saved field preserved.	Executed and visually compared against embedded original. Same MATH_CCF values, cohort volcano positions, significant labels and violin distributions. The two figure numbers reuse identical imported PDFs. MATH uses CCF and R mad() default multiplier; Wilcoxon tests, raw-P display and Holm-adjusted saved field preserved. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF. Extended Data Fig. 2 and Supplementary Fig. 3 reuse the same two embedded PDF data IDs and bytes in separate image objects.
Extended Data Fig. 2	b	Extended Data Fig. 2b	9	1324689	12567	tp_tumor_hetrogenerity_math_ccf_drivers2.pdf	404bf2a30d317b5bfd3d0da7eb074349e71d61bbc80c27b8749382fd30023329	entire imported object	TP_Comparision.R	2363-2387;2461-2497;2519-2534	7d41dd36379eadad5d72914b967f21475005bdd3f36ce91b4543383b456595cf	wgsdata_tp.RData;DP_info_data.RData;Genome_landscape_manual_final.RData		functions/ptc_runtime.R;functions/evolution_helpers.R;dplyr;tidyr;ggplot2;ggrepel;ggsci;scales;Roboto Condensed			Rscripts/ExtendedDataFig2.R	Rscripts/ExtendedDataFig2.R:3 (run_ExtendedDataFig2)	Rscripts/Figures/ExtendedDataFig2b.pdf	reproduced	High	High	byte-identical	404bf2a30d317b5bfd3d0da7eb074349e71d61bbc80c27b8749382fd30023329	Executed and visually compared against embedded original. Same MATH_CCF values, cohort volcano positions, significant labels and violin distributions. The two figure numbers reuse identical imported PDFs. MATH uses CCF and R mad() default multiplier; Wilcoxon tests, raw-P display and Holm-adjusted saved field preserved.	Executed and visually compared against embedded original. Same MATH_CCF values, cohort volcano positions, significant labels and violin distributions. The two figure numbers reuse identical imported PDFs. MATH uses CCF and R mad() default multiplier; Wilcoxon tests, raw-P display and Holm-adjusted saved field preserved. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF. Extended Data Fig. 2 and Supplementary Fig. 3 reuse the same two embedded PDF data IDs and bytes in separate image objects.
Extended Data Fig. 3	a	Extended Data Fig. 3a	10	1323276	13133	TCGA-EL-A3H3-01A-11D-A85S-36_DPClust.pdf	088bfc0dd1b6139ca3fbfcb016f1340b06192cc65da76ae528ded4c624899181	entire imported object				DP_info_data.RData		functions/ptc_runtime.R;functions/evolution_helpers.R;dplyr;tidyr;ggplot2;ggrepel;ggsci;scales;Roboto Condensed			Rscripts/ExtendedDataFig3.R	Rscripts/ExtendedDataFig3.R:5 (run_ExtendedDataFig3)		unresolved	High	Unresolved	no exact-basename file in biowulf		PDF filename is known but exact generator, plotting invocation and complete sample plotting inputs are absent. PDF producer is a rendering backend, not sufficient generator evidence.	PDF filename is known but exact generator, plotting invocation and complete sample plotting inputs are absent. PDF producer is a rendering backend, not sufficient generator evidence. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Extended Data Fig. 3	b	Extended Data Fig. 3b	10	1322936	13123	TCGA-EM-A3FJ-01A-11D-A85U-36_DPClust.pdf	b5d12338151934793fd6fce39ab641275d0388133358e160c00418b42ab60440	entire imported object				DP_info_data.RData		functions/ptc_runtime.R;functions/evolution_helpers.R;dplyr;tidyr;ggplot2;ggrepel;ggsci;scales;Roboto Condensed			Rscripts/ExtendedDataFig3.R	Rscripts/ExtendedDataFig3.R:5 (run_ExtendedDataFig3)		unresolved	High	Unresolved	no exact-basename file in biowulf		PDF filename is known but exact generator, plotting invocation and complete sample plotting inputs are absent. PDF producer is a rendering backend, not sufficient generator evidence.	PDF filename is known but exact generator, plotting invocation and complete sample plotting inputs are absent. PDF producer is a rendering backend, not sufficient generator evidence. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Extended Data Fig. 4	a	Extended Data Fig. 4a	11	1327078	12654	TP_mrca_group_braf_tert.pdf	0683e2af1b88e4e09e395dfeff26080871ba09bb4d96e190035393e4f1da5b3a	entire imported object	TP_Comparision.R	3363-3370;3408-3437	7d41dd36379eadad5d72914b967f21475005bdd3f36ce91b4543383b456595cf	wgsdata_tp.RData;wgs_covdata_tp.RData;wgs_clinical.RData;Genome_landscape_manual_final.RData;thyroid_evolution_analysis/Chronological_timing_short.RData	wgsdata;wgs_covdata;wgs_clinical;data_top0;study_color2;MRCAdata	dplyr;tidyr;forcats;ggplot2;scales;broom;ggrepel;Roboto Condensed;functions/age_timing_helpers.R;functions/ptc_runtime.R;rstatix;ggpubr;ggbeeswarm;ggsci	WGS_data_prepare.R:64-84 cohort;TP_Comparision.R:20-56 covariates;thyroid_evolution_analysis/MutationTime_Analysis_thyroid.R:1400-1470 MRCA intermediate	Group sizes, boxes, distribution and significant comparisons visually match. Current rstatix rounding yields4.87e-6 vs original4.86e-6 and3.37e-4 vs3.38e-4.	Rscripts/ExtendedDataFig4.R	Rscripts/ExtendedDataFig4.R:3 (run_ExtendedDataFig4)	Rscripts/Figures/ExtendedDataFig4a.pdf	reproduced	High	High	byte-identical	0683e2af1b88e4e09e395dfeff26080871ba09bb4d96e190035393e4f1da5b3a	Group sizes, boxes, distribution and significant comparisons visually match. Current rstatix rounding yields4.87e-6 vs original4.86e-6 and3.37e-4 vs3.38e-4.	Group sizes, boxes, distribution and significant comparisons visually match. Current rstatix rounding yields4.87e-6 vs original4.86e-6 and3.37e-4 vs3.38e-4. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
Extended Data Fig. 4	b	Extended Data Fig. 4b	11	1327077	12671	age_tert_braf.pdf	9603ef2dcf92a23aff1ad2ce2970ebd0f5c871eb82f9711a6185018ce9a9cd91	entire imported object	TP_Comparision.R	3007-3038	7d41dd36379eadad5d72914b967f21475005bdd3f36ce91b4543383b456595cf	wgsdata_tp.RData;wgs_covdata_tp.RData;wgs_clinical.RData;Genome_landscape_manual_final.RData	wgsdata;wgs_covdata;wgs_clinical;data_top0;study_color2	dplyr;tidyr;forcats;ggplot2;scales;broom;ggrepel;Roboto Condensed;functions/age_timing_helpers.R;functions/ptc_runtime.R;rstatix;ggpubr;ggbeeswarm;ggsci	WGS_data_prepare.R:64-84 cohort;TP_Comparision.R:20-56 covariates	Groups, boxes and significant comparisons match; one displayed BH P differs at final rounding digit4.77e-5 vs4.78e-5.	Rscripts/ExtendedDataFig4.R	Rscripts/ExtendedDataFig4.R:3 (run_ExtendedDataFig4)	Rscripts/Figures/ExtendedDataFig4b.pdf	reproduced	High	High	byte-identical	9603ef2dcf92a23aff1ad2ce2970ebd0f5c871eb82f9711a6185018ce9a9cd91	Groups, boxes and significant comparisons match; one displayed BH P differs at final rounding digit4.77e-5 vs4.78e-5.	Groups, boxes and significant comparisons match; one displayed BH P differs at final rounding digit4.77e-5 vs4.78e-5. Imported original PDF filename recovered verbatim from Metadata.iwa preferred_file_name; visible label and plot content confirmed in native Keynote PDF.
